candidate_id,title,field,reviewer_a,reviewer_b,adjudicated_value,adjudication_anchor,adjudication_notes
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,baselines,Condition comparisons and uncontrolled trajectory; no strong standard sequence-model predictive baseline,"Reconstruction/prediction variants and comparisons among healthy, PD-Off/On, sham, GVS1, and GVS2; zero-control trajectory for LQR","Healthy, PD-Off/On, sham, GVS1, and GVS2 condition comparisons plus uncontrolled versus LQR-controlled trajectories; no strong independent sequence-model baseline.","Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for baselines: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,state_fidelity_metrics,Signal reconstruction and normalized mean-square error,"EEG reconstruction, latent trajectories/eigenvalues, spatial contribution maps, and correlations with motor measures","EEG reconstruction, latent trajectories/eigenvalues, spatial contribution maps, normalized mean-square error, and correlations with motor measures.","Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for state_fidelity_metrics: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,transition_metrics,Multi-step NMSE reported by prediction step through 15 ms,Normalized mean squared prediction error by 1-15-step horizon; ten-step error reported below 0.02,Horizon-resolved normalized prediction error over 1-15 recursive steps; a 10-step error below 0.02 is highlighted.,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for transition_metrics: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,rollout_stability,Stable linear trajectories and bounded representative control are shown; no systematic failure/constraint metric,Horizon-specific error over 1-15 steps; no physiologic constraint or very-long-horizon stability test,Horizon-specific error is reported over 1-15 steps and mapped LQR controls remain bounded in the example; no physiological constraint or long-horizon failure audit.,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for rollout_stability: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,action_sensitivity,Controlled versus uncontrolled trajectories and different clinical/GVS condition dynamics are compared,Observed GVS1/GVS2/sham and medication comparisons plus LQR controlled-versus-uncontrolled simulation,Controlled versus uncontrolled trajectories and different clinical/GVS condition dynamics are compared,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for action_sensitivity: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,calibration_and_uncertainty,NI: no predictive uncertainty or formal calibration reported,No predictive distribution or formal calibration/coverage evaluation reported,NI: no predictive uncertainty or formal calibration reported,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for calibration_and_uncertainty: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,external_validation,"No external institution, device or population validation","No external temporal, institutional, geographic, device, or population validation","No external institution, device or population validation","Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for external_validation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,decision_utility,LQR demonstrates offline neuromodulation-control feasibility only,Offline mechanistic comparison and simulated LQR control; no prospective clinical decision or patient outcome,LQR demonstrates offline neuromodulation-control feasibility only,"Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for decision_utility: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,safety_evaluation,"Bounded control is a limited constraint proxy; no physiological dose, adverse event or recovery analysis","No defined harmful-stimulation hazard, severity, simulator exploitation, override, recovery, or deployment monitoring test","Bounded control is a limited constraint proxy; no physiological dose, adverse event or recovery analysis","Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for safety_evaluation: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
MWM-X6A64D732FB,Koopman-based linearization of preparatory EEG dynamics in Parkinson's disease during galvanic vestibular stimulation.,statistical_analysis,"Kolmogorov-Smirnov normality tests, ANOVA, Bonferroni correction and Pearson correlations",Cross-condition statistical tests and Pearson correlations with reaction/squeeze times are reported,"Kolmogorov-Smirnov normality tests, ANOVA, Bonferroni correction and Pearson correlations","Frontiers full text PMCID PMC12116581: participants and EEG preprocessing, six-fold subject split, Deep Koopman model, 1-15-step prediction (Fig. 4), LQR methods and controlled/uncontrolled trajectory with bounded inputs (Fig. 8), statistics, and Data/Code Availability.",Primary-source adjudication for statistical_analysis: retained the publication-bounded value; NI/NA is used where the source does not support a stronger claim.
